一	 yi_1
六星级	 liu_4 xing_1 ji_2
六月	 liu_4 yue_4
六月份	 liu_4 yue_4 fen_4
六条	 liu_4 tiao_2
六栋	 liu_4 dong_4
六格	 liu_4 ge_2
六档	 liu_4 dang_4
六楼	 liu_4 lou_2
六次	 liu_4 ci_4
六点	 liu_4 dian_3
六点半	 liu_4 dian_3 ban_4
六点钟	 liu_4 dian_3 zhong_1
六甲	 liu_4 jia_3
六百	 liu_4 bai_3
六百三十四	 liu_4 bai_3 san_1 shi_2 si_4
六百五十	 liu_4 bai_3 wu_3 shi_2
六百元	 liu_4 bai_3 yuan_2
六百六十	 liu_4 bai_3 liu_4 shi_2
六百块	 liu_4 bai_3 kuai_4
六百多	 liu_4 bai_3 duo_1
六百米	 liu_4 bai_3 mi_3
六盘水	 liu_4 pan_2 shui_3
六等	 liu_4 deng_3
六组	 liu_4 zu_3
六街	 liu_4 jie_1
六路	 liu_4 lu_4
六道	 liu_4 dao_4
六里	 liu_4 li_3
六里屯	 liu_4 li_3 tun_2
六里桥	 liu_4 li_3 qiao_2
六零	 liu_4 ling_2
兮	 xi_1
兰	 lan_2
兰亭	 lan_2 ting_2
兰博基尼	 lan_2 bo_2 ji_1 ni_2
兰坪	 lan_2 ping_2
兰大	 lan_2 da_4
兰山区	 lan_2 shan_1 qu_1
兰州	 lan_2 zhou_1
兰州市	 lan_2 zhou_1 shi_4
兰德	 lan_2 de_2
兰江	 lan_2 jiang_1
兰湖	 lan_2 hu_2
兰溪	 lan_2 xi_1
兰特	 lan_2 te_4
兰花	 lan_2 hua_1
兰花草	 lan_2 hua_1 cao_3
兰西	 lan_2 xi_1
兰陵	 lan_2 ling_2
共	 gong_4
共产主义	 gong_4 chan_3 zhu_3 yi_4
共产党	 gong_4 chan_3 dang_3
共享	 gong_4 xiang_3
共同	 gong_4 tong_2
共和	 gong_4 he_2
共建	 gong_4 jian_4
共青	 gong_4 qing_1
共青团	 gong_4 qing_1 tuan_2
关	 guan_1
关上	 guan_1 shang_4
关不上	 guan_1 bu_4 shang_4
关东	 guan_1 dong_1
关于	 guan_1 yu_2
关公	 guan_1 gong_1
关关	 guan_1 guan_1
关内	 guan_1 nei_4
关到	 guan_1 dao_4
关口	 guan_1 kou_3
关外	 guan_1 wai_4
关帝庙	 guan_1 di_4 miao_4
关张	 guan_1 zhang_1
关掉	 guan_1 diao_4
关村	 guan_1 cun_1
关河	 guan_1 he_2
关注	 guan_1 zhu_4
关照	 guan_1 zhao_4
关键	 guan_1 jian_4
关键词	 guan_1 jian_4 ci_2
关镇	 guan_1 zhen_4
关门	 guan_1 men_2
关闭	 guan_1 bi_4
兴	 xing_4
兴业	 xing_1 ye_4
兴业银行	 xing_1 ye_4 yin_2 hang_2
兴义	 xing_1 yi_4
兴义市	 xing_1 yi_4 shi_4
兴凯湖	 xing_4 kai_3 hu_2
兴利	 xing_4 li_4
兴化	 xing_1 hua_4
兴化市	 xing_1 hua_4 shi_4
兴华	 xing_4 hua_2
兴华路	 xing_4 hua_2 lu_4
兴发	 xing_4 fa_1
兴国	 xing_1 guo_2
兴城	 xing_1 cheng_2
兴宁	 xing_4 ning_2
兴宁区	 xing_4 ning_2 qu_1
兴安	 xing_1 an_1
兴山县	 xing_4 shan_1 xian_4
兴工	 xing_1 gong_1
兴平	 xing_1 ping_2
兴庆	 xing_4 qing_4
兴旺	 xing_1 wang_4
兴海	 xing_4 hai_3
兴盛	 xing_1 sheng_4
兴趣	 xing_4 qu_4
兴达	 xing_4 da_2
兴隆	 xing_1 long_2
兴隆县	 xing_1 long_2 xian_4
兴隆台区	 xing_1 long_2 tai_2 qu_1
兴隆路	 xing_1 long_2 lu_4
兵	 bing_1
兵团	 bing_1 tuan_2
兵家	 bing_1 jia_1
兵工	 bing_1 gong_1
兵部	 bing_1 bu_4
兵马	 bing_1 ma_3
兵马俑	 bing_1 ma_3 yong_3
其	 qi_2
其他	 qi_2 ta_1
其他人	 qi_2 ta_1 ren_2
其它	 qi_2 ta_1
其实	 qi_2 shi_2
具体	 ju_4 ti_3
具体位置	 ju_4 ti_3 wei_4 zhi_4
典	 dian_3
典当	 dian_3 dang_4
兹	 zi_1
养	 yang_3
养护中心	 yang_3 hu_4 zhong_1 xin_1
养殖	 yang_3 zhi_2
养殖厂	 yang_3 zhi_2 chang_3
养生	 yang_3 sheng_1
养车	 yang_3 che_1
兽	 shou_4
兽医	 shou_4 yi_1
兽药厂	 shou_4 yao_4 chang_3
冀中	 ji_4 zhong_1
冀州	 ji_4 zhou_1
内	 nei_4
内丘	 nei_4 qiu_1
内务部	 nei_4 wu_4 bu_4
内图	 nei_4 tu_2
内存	 nei_4 cun_2
内存卡	 nei_4 cun_2 ka_3
内容	 nei_4 rong_2
内心	 nei_4 xin_1
内江	 nei_4 jiang_1
内江市	 nei_4 jiang_1 shi_4
内环	 nei_4 huan_2
内环路	 nei_4 huan_2 lu_4
内疚	 nei_4 jiu_4
内科	 nei_4 ke_1
内能	 nei_4 neng_2
内蒙古	 nei_4 meng_2 gu_3
内蒙古大学	 nei_4 meng_2 gu_3 da_4 xue_2
内里	 nei_4 li_3
内黄	 nei_4 huang_2
冈	 gang_1
冉	 ran_3
冉冉	 ran_3 ran_3
再	 zai_4
再也	 zai_4 ye_3
再别康桥	 zai_4 bie_2 kang_1 qiao_2
再好不过	 zai_4 hao_3 bu_4 guo_4
再度	 zai_4 du_4
再次	 zai_4 ci_4
再现	 zai_4 xian_4
再生	 zai_4 sheng_1
再见	 zai_4 jian_4
再起	 zai_4 qi_3
冗	 rong_3
写	 xie_3
写字楼	 xie_3 zi_4 lou_2
写成	 xie_3 cheng_2
军	 jun_1
军中	 jun_1 zhong_1
军乐	 jun_1 yue_4
军事博物馆	 jun_1 shi_4 bo_2 wu_4 guan_3
军人	 jun_1 ren_2
军博	 jun_1 bo_2
军旅	 jun_1 lv_3
军校	 jun_1 xiao_4
军歌	 jun_1 ge_1
军都山	 jun_1 dou_1 shan_1
军队	 jun_1 dui_4
农	 nong_2
农业	 nong_2 ye_4
农业大学	 nong_2 ye_4 da_4 xue_2
农业银行	 nong_2 ye_4 yin_2 hang_2
农二师	 nong_2 er_4 shi_1
农副产品	 nong_2 fu_4 chan_3 pin_3
农历	 nong_2 li_4
农友	 nong_2 you_3
农场	 nong_2 chang_3
农垦	 nong_2 ken_3
农大	 nong_2 da_4
农夫	 nong_2 fu_1
农安	 nong_2 an_1
农家	 nong_2 jia_1
农家乐	 nong_2 jia_1 le_4
农家菜	 nong_2 jia_1 cai_4
农家院	 nong_2 jia_1 yuan_4
农展馆	 nong_2 zhan_3 guan_3
农工	 nong_2 gong_1
农工商	 nong_2 gong_1 shang_1
农庄	 nong_2 zhuang_1
农机	 nong_2 ji_1
农村	 nong_2 cun_1
农林	 nong_2 lin_2
农民	 nong_2 min_2
农科	 nong_2 ke_1
农科大	 nong_2 ke_1 da_4
农科所	 nong_2 ke_1 suo_3
农行	 nong_2 hang_2
农贷	 nong_2 dai_4
农贸市场	 nong_2 mao_4 shi_4 chang_3
农资	 nong_2 zi_1
冠	 guan_1
冠军	 guan_4 jun_1
冬	 dong_1
冬天	 dong_1 tian_1
冬季	 dong_1 ji_4
冬至	 dong_1 zhi_4
冯	 feng_2
冯小刚	 feng_2 xiao_3 gang_1
冯淬帆	 feng_2 cui_4 fan_1
冰	 bing_1
冰上运动	 bing_1 shang_4 yun_4 dong_4
冰凉	 bing_1 liang_2
冰原	 bing_1 yuan_2
冰块	 bing_1 kuai_4
冰城	 bing_1 cheng_2
冰封	 bing_1 feng_1
冰岛	 bing_1 dao_3
冰峰	 bing_1 feng_1
冰川	 bing_1 chuan_1
冰棍	 bing_1 gun_4
冰棒	 bing_1 bang_4
冰河	 bing_1 he_2
冰河时代	 bing_1 he_2 shi_2 dai_4
冰淇淋	 bing_1 qi_2 lin_2
冰激凌	 bing_1 ji_1 ling_2
冰球	 bing_1 qiu_2
冰糖	 bing_1 tang_2
冰镇	 bing_1 zhen_4
冰雨	 bing_1 yu_3
冰雪	 bing_1 xue_3
冰雹	 bing_1 bao_2
冲	 chong_1
冲动	 chong_1 dong_4
冲印店	 chong_1 yin_4 dian_4
冲破	 chong_1 po_4
冲锋枪	 chong_1 feng_1 qiang_1
决	 jue_2
决定	 jue_2 ding_4
况	 kuang_4
冶金	 ye_3 jin_1
冷	 leng_3
冷不冷	 leng_3 bu_4 leng_3
冷冻	 leng_3 dong_4
冷吗	 leng_3 ma_0
冷战	 leng_3 zhan_4
冷气	 leng_3 qi_4
冷水	 leng_3 shui_3
冷水江市	 leng_3 shui_3 jiang_1 shi_4
冷水滩市	 leng_3 shui_3 tan_1 shi_4
冷漠	 leng_3 mo_4
冷点	 leng_3 dian_3
冷空气	 leng_3 kong_1 qi_4
冷笑	 leng_3 xiao_4
冷调	 leng_3 diao_4
冷酷	 leng_3 ku_4
冷风	 leng_3 feng_1
冷风吹	 leng_3 feng_1 chui_1
冷饮	 leng_3 yin_3
冻	 dong_4
冻僵	 dong_4 jiang_1
冻雨	 dong_4 yu_3
冼	 xian_3
净	 jing_4
净化器	 jing_4 hua_4 qi_4
净土	 jing_4 tu_3
净月潭	 jing_4 yue_4 tan_2
净水	 jing_4 shui_3
准	 zhun_3
准备	 zhun_3 bei_4
准时	 zhun_3 shi_2
准时到达	 zhun_3 shi_2 dao_4 da_2
凉	 liang_2
凉凉	 liang_2 liang_2
凉城	 liang_2 cheng_2
凉山	 liang_2 shan_1
凉快	 liang_2 kuai_4
凉水河	 liang_2 shui_3 he_2
凉皮	 liang_2 pi_2
凉粉	 liang_2 fen_3
凉风	 liang_2 feng_1
凋	 diao_1
凌	 ling_2
凌云	 ling_2 yun_2
凌云塔	 ling_2 yun_2 ta_3
凌晨	 ling_2 chen_2
凌源	 ling_2 yuan_2
凌空	 ling_2 kong_1
减	 jian_3
减到	 jian_3 dao_4
减去	 jian_3 qu_4
减小	 jian_3 xiao_3
减少	 jian_3 shao_3
减掉	 jian_3 diao_4
减灾	 jian_3 zai_1
减速	 jian_3 su_4
减速机	 jian_3 su_4 ji_1
凝	 ning_2
几	 ji_3
几个	 ji_3 ge_4
几公里	 ji_3 gong_1 li_3
几几	 ji_3 ji_3
几分	 ji_3 fen_1
几口	 ji_3 kou_3
几号	 ji_3 hao_4
几天	 ji_3 tian_1
几家	 ji_3 jia_1
几岁	 ji_3 sui_4
几度	 ji_3 du_4
几日	 ji_3 ri_4
几月	 ji_3 yue_4
几点	 ji_3 dian_3
几点钟	 ji_3 dian_3 zhong_1
几率	 ji_1 lv_4
几班	 ji_3 ban_1
几盘	 ji_3 pan_2
几站	 ji_3 zhan_4
几级	 ji_3 ji_2
几趟	 ji_3 tang_4
几路	 ji_3 lu_4
几首	 ji_3 shou_3
几首歌	 ji_3 shou_3 ge_1
凡	 fan_2
凡人	 fan_2 ren_2
凤	 feng_4
凤冈	 feng_4 gang_1
凤冠	 feng_4 guan_1
凤凰	 feng_4 huang_2
凤凰于飞	 feng_4 huang_2 yu_2 fei_1
凤凰山	 feng_4 huang_2 shan_1
凤凰岭	 feng_4 huang_2 ling_3
凤城	 feng_4 cheng_2
凤尾竹	 feng_4 wei_3 zhu_2
凤山	 feng_4 shan_1
凤庆	 feng_4 qing_4
凤翔	 feng_4 xiang_2
凤翔路	 feng_4 xiang_2 lu_4
凤起路	 feng_4 qi_3 lu_4
凤阳	 feng_4 yang_2
凤阳路	 feng_4 yang_2 lu_4
凤飞飞	 feng_4 fei_1 fei_1
凯	 kai_3
凯丰	 kai_3 feng_1
凯兴	 kai_3 xing_4
凯利	 kai_3 li_4
凯地	 kai_3 de_0
凯奇	 kai_3 qi_2
凯宾斯基	 kai_3 bin_1 si_1 ji_1
凯尔特	 kai_3 er_3 te_4
凯德	 kai_3 de_2
凯悦	 kai_3 yue_4
凯文	 kai_3 wen_2
凯斯	 kai_3 si_1
凯旋	 kai_3 xuan_2
凯旋路	 kai_3 xuan_2 lu_4
凯旋门	 kai_3 xuan_2 men_2
凯莱	 kai_3 lai_2
凯迪拉克	 kai_3 di_2 la_1 ke_4
凯里	 kai_3 li_3
凰	 huang_2
凹	 ao_1
出	 chu_1
出入境	 chu_1 ru_4 jing_4
出卖	 chu_1 mai_4
出去	 chu_1 qu_4
出发	 chu_1 fa_1
出发地	 chu_1 fa_1 de_0
出口	 chu_1 kou_3
出口处	 chu_1 kou_3 chu_4
出埃及记	 chu_1 ai_1 ji_2 ji_4
出塞曲	 chu_1 sai_4 qu_1
出家	 chu_1 jia_1
出差	 chu_1 chai_1
出来	 chu_1 lai_2
出水芙蓉	 chu_1 shui_3 fu_2 rong_2
出游	 chu_1 you_2
出版	 chu_1 ban_3
出版社	 chu_1 ban_3 she_4
出现	 chu_1 xian_4
出生	 chu_1 sheng_1
出租	 chu_1 zu_1
出租车	 chu_1 zu_1 che_1
出自	 chu_1 zi_4
出行	 chu_1 xing_2
出远门	 chu_1 yuan_3 men_2
出门	 chu_1 men_2
出门在外	 chu_1 men_2 zai_4 wai_4
出风口	 chu_1 feng_1 kou_3
击剑	 ji_1 jian_4
刀	 dao_1
刀剑	 dao_1 jian_4
刀山火海	 dao_1 shan_1 huo_3 hai_3
刀锋	 dao_1 feng_1
刁	 diao_1
分	 fen_1
分中心	 fen_1 zhong_1 xin_1
分会	 fen_1 hui_4
分公司	 fen_1 gong_1 si_1
分别	 fen_1 bie_2
分局	 fen_1 ju_2
分布图	 fen_1 bu_4 tu_2
分店	 fen_1 dian_4
分手	 fen_1 shou_3
分校	 fen_1 xiao_4
分界	 fen_1 jie_4
分站	 fen_1 zhan_4
分管	 fen_1 guan_3
分类	 fen_1 lei_4
分署	 fen_1 shu_3
分行	 fen_1 hang_2
分身	 fen_1 shen_1
分钟	 fen_1 zhong_1
分队	 fen_1 dui_4
分院	 fen_1 yuan_4
分馆	 fen_1 guan_3
切	 qie_4
切到	 qie_4 dao_4
切割	 qie_1 ge_1
切成	 qie_4 cheng_2
切换	 qie_4 huan_4
刑事	 xing_2 shi_4
刑侦	 xing_2 zhen_1
划	 hua_4
划桨	 hua_2 jiang_3
划算	 hua_2 suan_4
列	 lie_4
列为	 lie_4 wei_4
列入	 lie_4 ru_4
列出	 lie_4 chu_1
列表	 lie_4 biao_3
列车	 lie_4 che_1
列车车次	 lie_4 che_1 che_1 ci_4
刘	 liu_2
刘三姐	 liu_2 san_1 jie_3
刘亦菲	 liu_2 yi_4 fei_1
刘备	 liu_2 bei_4
刘家	 liu_2 jia_1
刘家峡	 liu_2 jia_1 xia_2
刘家港	 liu_2 jia_1 gang_3
刘德华	 liu_2 de_2 hua_2
刘瑞琪	 liu_2 rui_4 qi_2
刘老根	 liu_2 lao_3 gen_1
刘若英	 liu_2 ruo_4 ying_1
刘青云	 liu_2 qing_1 yun_2
则	 ze_2
则徐	 ze_2 xu_2
刚	 gang_1
刚刚	 gang_1 gang_1
刚好	 gang_1 hao_3
刚才	 gang_1 cai_2
创	 chuang_4
创业	 chuang_4 ye_4
创业园	 chuang_4 ye_4 yuan_2
创始人	 chuang_4 shi_3 ren_2
创安	 chuang_4 an_1
创建	 chuang_4 jian_4
创意	 chuang_4 yi_4
创新	 chuang_4 xin_1
创智	 chuang_4 zhi_4
创立	 chuang_4 li_4
创维	 chuang_4 wei_2
初	 chu_1
初一	 chu_1 yi_1
初七	 chu_1 qi_1
初三	 chu_1 san_1
初中	 chu_1 zhong_1
初中部	 chu_1 zhong_1 bu_4
初九	 chu_1 jiu_3
初二	 chu_1 er_4
初五	 chu_1 wu_3
初八	 chu_1 ba_1
初恋	 chu_1 lian_4
初莲花	 chu_1 lian_2 hua_1
初雪	 chu_1 xue_3
删掉	 shan_1 diao_4
删除	 shan_1 chu_2
利	 li_4
利亚	 li_4 ya_4
利国	 li_4 guo_2
利川市	 li_4 chuan_1 shi_4
利州	 li_4 zhou_1
利民	 li_4 min_2
利津	 li_4 jin_1
利源	 li_4 yuan_2
利群	 li_4 qun_2
利金	 li_4 jin_1
别	 bie_2
别人	 bie_2 ren_2
别克	 bie_2 ke_4
别哭	 bie_2 ku_1
别墅	 bie_2 shu_4
别找我	 bie_2 zhao_3 wo_3
别无所求	 bie_2 wu_2 suo_3 qiu_2
别的	 bie_2 de_0
别离	 bie_2 li_2
别说	 bie_2 shuo_1
别院	 bie_2 yuan_4
刮	 gua_1
刮板	 gua_1 ban_3
刮风	 gua_1 feng_1
到	 dao_4
到岸	 dao_4 an_4
到底	 dao_4 di_3
到手	 dao_4 shou_3
到达	 dao_4 da_2
制	 zhi_4
制作	 zhi_4 zuo_4
制冷	 zhi_4 leng_3
制冷系统	 zhi_4 leng_3 xi_4 tong_3
制热	 zhi_4 re_4
制药	 zhi_4 yao_4
制衣	 zhi_4 yi_1
制造	 zhi_4 zao_4
刷	 shua_1
刷刷	 shua_1 shua_1
刷卡	 shua_1 ka_3
刷新	 shua_1 xin_1
刷牙	 shua_1 ya_2
券	 quan_4
刺桐	 ci_4 tong_2
刺激	 ci_4 ji_1
刺疼	 ci_4 teng_2
刺身	 ci_4 shen_1
刻	 ke_4
前	 qian_2
前世	 qian_2 shi_4
前任	 qian_2 ren_4
前卫	 qian_2 wei_4
前去	 qian_2 qu_4
前台	 qian_2 tai_2
前园	 qian_2 yuan_2
前天	 qian_2 tian_1
前川	 qian_2 chuan_1
前往	 qian_2 wang_3
前排	 qian_2 pai_2
前提	 qian_2 ti_2
前方	 qian_2 fang_1
前旗	 qian_2 qi_2
前沿	 qian_2 yan_2
前海	 qian_2 hai_3
前程	 qian_2 cheng_2
前窗	 qian_2 chuang_1
前线	 qian_2 xian_4
前路	 qian_2 lu_4
前进	 qian_2 jin_4
前进方向	 qian_2 jin_4 fang_1 xiang_4
前门	 qian_2 men_2
前门大街	 qian_2 men_2 da_4 jie_1
前面	 qian_2 mian_4
剑	 jian_4
剑川	 jian_4 chuan_1
剑桥	 jian_4 qiao_2
剧	 ju_4
剧场	 ju_4 chang_3
剧院	 ju_4 yuan_4
剩	 sheng_4
剩余	 sheng_4 yu_2
剪	 jian_3
副	 fu_4
副食店	 fu_4 shi_2 dian_4
副驾驶	 fu_4 jia_4 shi_3
力	 li_4
力图	 li_4 tu_2
力场	 li_4 chang_3
力道	 li_4 dao_4
力量	 li_4 liang_4
劝业场	 quan_4 ye_4 chang_3
办	 ban_4
办事处	 ban_4 shi_4 chu_4
办公	 ban_4 gong_1
办公室	 ban_4 gong_1 shi_4
办公楼	 ban_4 gong_1 lou_2
办公用品	 ban_4 gong_1 yong_4 pin_3
办法	 ban_4 fa_3
功	 gong_1
功夫	 gong_1 fu_1
功率	 gong_1 lv_4
功能	 gong_1 neng_2
加	 jia_1
加上	 jia_1 shang_4
加入	 jia_1 ru_4
加入收藏	 jia_1 ru_4 shou_1 cang_2
加利福尼亚	 jia_1 li_4 fu_2 ni_2 ya_4
加利福尼亚州	 jia_1 li_4 fu_2 ni_2 ya_4 zhou_1
加到	 jia_1 dao_4
加勒比	 jia_1 lei_1 bi_3
加勒比海	 jia_1 le_4 bi_3 hai_3
加大	 jia_1 da_4
加尔各答	 jia_1 er_3 ge_4 da_2
加州	 jia_1 zhou_1
加德	 jia_1 de_2
加德满都	 jia_1 de_2 man_3 dou_1
加拿大	 jia_1 na_2 da_4
加格达奇	 jia_1 ge_2 da_2 qi_2
加气	 jia_1 qi_4
加油	 jia_1 you_2
加油站	 jia_1 you_2 zhan_4
加洲	 jia_1 zhou_1
加点	 jia_1 dian_3
加热	 jia_1 re_4
加糖	 jia_1 tang_2
加进	 jia_1 jin_4
加速器	 jia_1 su_4 qi_4
加速度	 jia_1 su_4 du_4
加顿	 jia_1 dun_4
务实	 wu_4 shi_2
务川	 wu_4 chuan_1
动	 dong_4
动作	 dong_4 zuo_4
动作片	 dong_4 zuo_4 pian_4
动到	 dong_4 dao_4
动力	 dong_4 li_4
动力区	 dong_4 li_4 qu_1
动力火车	 dong_4 li_4 huo_3 che_1
动听	 dong_4 ting_1
动心	 dong_4 xin_1
动态	 dong_4 tai_4
动感	 dong_4 gan_3
动植物园	 dong_4 zhi_2 wu_4 yuan_2
动漫	 dong_4 man_4
动物	 dong_4 wu_4
动物医院	 dong_4 wu_4 yi_1 yuan_4
动物园	 dong_4 wu_4 yuan_2
动画	 dong_4 hua_4
动画片	 dong_4 hua_4 pian_1
动能定理	 dong_4 neng_2 ding_4 li_3
动车	 dong_4 che_1
动车组	 dong_4 che_1 zu_3
助手	 zhu_4 shou_3
劭	 shao_4
励志	 li_4 zhi_4
劲	 jin_4
劲松	 jing_4 song_1
劲歌	 jin_4 ge_1
劳	 lao_2
劳务	 lao_2 wu_4
劳动	 lao_2 dong_4
劳动局	 lao_2 dong_4 ju_2
劳动节	 lao_2 dong_4 jie_2
劳驾	 lao_2 jia_4
势	 shi_4
勃拉姆斯	 bo_2 la_1 mu_3 si_1
勇	 yong_3
勇敢	 yong_3 gan_3
勇敢者	 yong_3 gan_3 zhe_3
勇气	 yong_3 qi_4
勉为其难	 mian_3 wei_2 qi_2 nan_2
勋	 xun_1
勐腊	 meng_3 la_4
勒	 lei_1
勒索	 le_4 suo_3
勤	 qin_2
勤奋	 qin_2 fen_4
匀	 yun_2
包	 bao_1
包包	 bao_1 bao_1
包含	 bao_1 han_2
包头	 bao_1 tou_2
包头市	 bao_1 tou_2 shi_4
包子	 bao_1 zi_0
包子铺	 bao_1 zi_0 pu_4
包河	 bao_1 he_2
包河区	 bao_1 he_2 qu_1
包装	 bao_1 zhuang_1
包装材料	 bao_1 zhuang_1 cai_2 liao_4
包谷	 bao_1 gu_3
包豪斯	 bao_1 hao_2 si_1
包车	 bao_1 che_1
包间	 bao_1 jian_1
匆匆	 cong_1 cong_1
化	 hua_4
化妆	 hua_4 zhuang_1
化子	 hua_4 zi_0
化学	 hua_4 xue_2
化州	 hua_4 zhou_1
化工	 hua_4 gong_1
化蝶	 hua_4 die_2
北	 bei_3
北一	 bei_3 yi_1
北三环	 bei_3 san_1 huan_2
北上	 bei_3 shang_4
北二环	 bei_3 er_4 huan_2
北二路	 bei_3 er_4 lu_4
北五环	 bei_3 wu_3 huan_2
北交大	 bei_3 jiao_1 da_4
北京	 bei_3 jing_1
北京东方	 bei_3 jing_1 dong_1 fang_1
北京中医医院	 bei_3 jing_1 zhong_1 yi_1 yi_1 yuan_4
北京体育大学	 bei_3 jing_1 ti_3 yu_4 da_4 xue_2
北京军区总医院	 bei_3 jing_1 jun_1 qu_1 zong_3 yi_1 yuan_4
北京军区空军	 bei_3 jing_1 jun_1 qu_1 kong_1 jun_1
北京动物园	 bei_3 jing_1 dong_4 wu_4 yuan_2
北京化工大学	 bei_3 jing_1 hua_4 gong_1 da_4 xue_2
北京医院	 bei_3 jing_1 yi_1 yuan_4
北京华	 bei_3 jing_1 hua_2
北京协和医院	 bei_3 jing_1 xie_2 he_2 yi_1 yuan_4
北京城	 bei_3 jing_1 cheng_2
北京外国语大学	 bei_3 jing_1 wai_4 guo_2 yu_3 da_4 xue_2
北京大学	 bei_3 jing_1 da_4 xue_2
北京大学第一医院	 bei_3 jing_1 da_4 xue_2 di_4 yi_1 yi_1 yuan_4
北京奥运	 bei_3 jing_1 ao_4 yun_4
北京展览馆	 bei_3 jing_1 zhan_3 lan_3 guan_3
北京工业大学	 bei_3 jing_1 gong_1 ye_4 da_4 xue_2
北京工人体育馆	 bei_3 jing_1 gong_1 ren_2 ti_3 yu_4 guan_3
北京工商大学	 bei_3 jing_1 gong_1 shang_1 da_4 xue_2
北京市	 bei_3 jing_1 shi_4
北京市公安局	 bei_3 jing_1 shi_4 gong_1 an_1 ju_2
北京市区	 bei_3 jing_1 shi_4 qu_1
北京市总工会	 bei_3 jing_1 shi_4 zong_3 gong_1 hui_4
北京市文物局	 bei_3 jing_1 shi_4 wen_2 wu_4 ju_2
北京师范大学	 bei_3 jing_1 shi_1 fan_4 da_4 xue_2
北京广播电视大学	 bei_3 jing_1 guang_3 bo_1 dian_4 shi_4 da_4 xue_2
北京机场	 bei_3 jing_1 ji_1 chang_3
北京机票	 bei_3 jing_1 ji_1 piao_4
北京林业大学	 bei_3 jing_1 lin_2 ye_4 da_4 xue_2
北京烤鸭	 bei_3 jing_1 kao_3 ya_1
北京王府井	 bei_3 jing_1 wang_2 fu_3 jing_3
北京理工大学	 bei_3 jing_1 li_3 gong_1 da_4 xue_2
北京石油	 bei_3 jing_1 shi_2 you_2
北京科技大学	 bei_3 jing_1 ke_1 ji_4 da_4 xue_2
北京站	 bei_3 jing_1 zhan_4
北京第二外国语学院	 bei_3 jing_1 di_4 er_4 wai_4 guo_2 yu_3 xue_2 yuan_4
北京经济技术开发区	 bei_3 jing_1 jing_1 ji_4 ji_4 shu_4 kai_1 fa_1 qu_1
北京肿瘤医院	 bei_3 jing_1 zhong_3 liu_2 yi_1 yuan_4
北京航天	 bei_3 jing_1 hang_2 tian_1
北京西	 bei_3 jing_1 xi_1
北京西站	 bei_3 jing_1 xi_1 zhan_4
北京路	 bei_3 jing_1 lu_4
北京邮电大学	 bei_3 jing_1 you_2 dian_4 da_4 xue_2
北京饭店	 bei_3 jing_1 fan_4 dian_4
北京首都机场	 bei_3 jing_1 shou_3 du_1 ji_1 chang_3
北仑	 bei_3 lun_2
北仑区	 bei_3 lun_2 qu_1
北侧	 bei_3 ce_4
北关	 bei_3 guan_1
北关区	 bei_3 guan_1 qu_1
北区	 bei_3 qu_1
北医三院	 bei_3 yi_1 san_1 yuan_4
北半球	 bei_3 ban_4 qiu_2
北去	 bei_3 qu_4
北四环	 bei_3 si_4 huan_2
北园路	 bei_3 yuan_2 lu_4
北国	 bei_3 guo_2
北国之春	 bei_3 guo_2 zhi_1 chun_1
北坡	 bei_3 po_1
北城	 bei_3 cheng_2
北塘区	 bei_3 tang_2 qu_1
北外	 bei_3 wai_4
北大	 bei_3 da_4
北大方正	 bei_3 da_4 fang_1 zheng_4
北大荒	 bei_3 da_4 huang_1
北大街	 bei_3 da_4 jie_1
北太平庄	 bei_3 tai_4 ping_2 zhuang_1
北宁	 bei_3 ning_2
北安	 bei_3 an_1
北安路	 bei_3 an_1 lu_4
北展	 bei_3 zhan_3
北屯	 bei_3 tun_2
北山	 bei_3 shan_1
北岭	 bei_3 ling_3
北川	 bei_3 chuan_1
北市区	 bei_3 shi_4 qu_1
北师大	 bei_3 shi_1 da_4
北广场	 bei_3 guang_3 chang_3
北影	 bei_3 ying_3
北戴河	 bei_3 dai_4 he_2
北房	 bei_3 fang_2
北斗	 bei_3 dou_3
北新桥	 bei_3 xin_1 qiao_2
北方	 bei_3 fang_1
北方交大	 bei_3 fang_1 jiao_1 da_4
北方交通大学	 bei_3 fang_1 jiao_1 tong_1 da_4 xue_2
北极	 bei_3 ji_2
北校区	 bei_3 xiao_4 qu_1
北桥	 bei_3 qiao_2
北楼	 bei_3 lou_2
北段	 bei_3 duan_4
北汽	 bei_3 qi_4
北河沿	 bei_3 he_2 yan_2
北洋	 bei_3 yang_2
北流	 bei_3 liu_2
北海	 bei_3 hai_3
北海公园	 bei_3 hai_3 gong_1 yuan_2
北海市	 bei_3 hai_3 shi_4
北海道	 bei_3 hai_3 dao_4
北港	 bei_3 gang_3
北湖	 bei_3 hu_2
北滨	 bei_3 bin_1
北环路	 bei_3 huan_2 lu_4
北疆	 bei_3 jiang_1
北碚	 bei_3 bei_4
北碚区	 bei_3 bei_4 qu_1
北站	 bei_3 zhan_4
北纬	 bei_3 wei_3
北线	 bei_3 xian_4
北航	 bei_3 hang_2
北苑	 bei_3 yuan_4
北苑路	 bei_3 yuan_4 lu_4
北街	 bei_3 jie_1
北语	 bei_3 yu_3
北路	 bei_3 lu_4
北路甲	 bei_3 lu_4 jia_3
北辰	 bei_3 chen_2
